,feelslike,tempmax,humidity,tempmin,temp_lag_1,effective_solar
979,32.4,32.0,85.5,24.0,28.2,3.0217729393468122
980,30.5,33.0,90.2,25.0,28.1,3.1259124087591244
981,34.4,33.0,85.5,25.0,27.5,5.376623376623376
982,32.8,32.0,87.3,25.0,28.8,2.9639934533551555
983,35.7,34.0,82.3,26.0,28.2,4.318104906937394
984,34.3,32.0,88.4,26.0,29.6,3.2129337539432177
985,31.9,34.0,87.0,24.0,28.5,4.080279232111693
986,30.1,33.0,89.9,24.0,28.3,2.6028571428571428
987,30.5,31.0,91.9,25.0,27.2,1.5625
988,28.8,30.0,93.4,25.0,27.0,1.4580838323353296
989,33.3,32.0,87.0,25.0,26.6,3.169429097605893
990,29.7,32.0,94.5,24.0,28.4,2.6971514242878563
991,27.6,31.0,95.0,24.0,26.7,1.1965471447543161
992,28.8,32.0,94.8,24.0,26.0,2.748103186646434
993,30.1,32.1,91.6,25.0,26.7,1.946551724137931
994,29.5,32.0,92.4,25.0,27.4,3.2721804511278196
995,30.8,30.8,90.6,25.0,27.0,3.2756539235412476
996,32.3,30.8,87.8,26.0,27.3,3.4760994263862335
997,29.8,31.0,92.3,25.0,27.9,3.131438721136768
998,30.3,32.8,84.2,24.0,27.0,3.9883945841392645
999,30.2,31.0,87.5,25.0,27.5,3.920388349514563
1000,31.3,32.0,80.1,25.0,27.2,2.2111692844677138
1001,31.5,32.0,80.1,25.0,28.2,2.653198653198653
1002,31.4,33.0,78.4,25.0,28.2,4.716269841269841
1003,30.0,33.0,63.7,24.0,28.5,6.248192771084337
1004,30.3,32.0,75.7,25.0,28.6,2.2598130841121495
1005,27.9,29.0,92.7,25.0,27.9,1.0307692307692307
1006,31.4,33.0,85.3,25.0,26.3,2.493769470404984
1007,29.6,33.0,68.8,23.0,28.0,4.203305785123967
1008,25.8,28.0,82.9,23.0,28.0,1.3987823439878235
1009,27.4,29.0,90.4,23.0,25.3,3.2427007299270074
1010,31.9,33.0,84.9,25.0,25.8,3.3327171903881703
1011,31.5,33.0,87.1,23.7,28.1,3.2655677655677655
1012,28.2,32.0,92.6,23.0,27.8,3.720720720720721
1013,29.2,32.0,90.5,24.0,25.9,2.7223880597014927
1014,29.3,32.0,89.5,24.0,26.7,1.4889589905362777
1015,31.7,33.0,85.8,25.0,27.0,3.451086956521739
1016,32.6,32.0,86.8,26.0,28.0,3.111486486486486
1017,31.0,32.0,86.7,25.0,28.0,3.572192513368984
1018,29.8,33.0,84.9,24.0,27.7,3.3681592039800994
1019,32.2,32.0,84.6,25.0,27.4,2.7162872154115587
1020,34.4,34.0,78.5,26.0,28.1,5.308457711442786
1021,34.8,34.0,82.8,25.0,29.4,4.413043478260869
1022,32.2,34.0,87.8,23.0,29.2,2.811932555123217
1023,24.5,26.0,96.2,23.0,28.0,1.1493902439024393
1024,30.0,31.0,86.4,24.0,24.5,3.4311774461028195
1025,31.6,33.0,83.0,24.0,27.2,5.200466200466201
1026,32.4,33.0,80.6,25.0,28.2,4.20889748549323
1027,32.9,34.0,81.1,25.0,28.7,5.118993135011441
1028,30.7,34.0,82.7,25.0,28.8,3.985477178423236
1029,32.3,33.0,78.5,24.0,28.0,4.466216216216217
1030,31.9,34.0,80.0,25.0,28.6,3.6733944954128437
1031,31.4,32.0,77.7,24.0,28.6,4.157088122605364
1032,30.8,32.0,79.1,25.0,28.3,2.6067415730337076
1033,28.7,28.0,93.9,25.0,28.0,2.134453781512605
1034,30.7,33.0,76.2,24.0,26.5,5.558333333333334
1035,31.4,33.8,74.7,24.0,28.3,4.510158013544019
1036,32.3,32.0,79.3,25.0,28.4,2.1812400635930045
1037,31.9,33.0,82.9,25.0,28.4,2.654300168634064
1038,29.0,31.9,92.1,25.0,28.4,2.549618320610687
1039,30.8,31.1,88.7,25.0,26.8,3.0186219739292364
1040,31.2,32.0,80.1,24.0,27.3,4.398568019093079
1041,32.2,32.9,83.8,25.0,28.1,4.261467889908257
1042,31.0,33.8,78.4,25.0,28.3,4.304609218436874
1043,27.5,31.0,71.4,22.0,28.3,3.1020761245674744
1044,27.5,31.0,76.3,21.0,26.4,4.163561076604555
1045,28.5,32.0,76.5,22.0,26.2,5.4862155388471185
1046,30.8,32.0,81.2,25.0,26.9,4.386813186813186
1047,30.8,31.6,86.4,24.0,28.0,3.4886561954624784
1048,30.8,31.0,86.2,25.0,27.5,3.1125226860254083
1049,30.8,32.0,86.3,24.0,27.6,3.7441441441441445
1050,29.9,31.0,82.3,25.0,27.5,3.8176991150442476
1051,27.4,32.0,65.0,23.0,27.6,4.489919354838709
1052,25.0,30.0,59.6,20.0,26.9,8.703571428571427
1053,24.6,28.0,61.5,20.0,25.0,3.8996212121212124
1054,23.4,27.0,58.3,21.0,24.3,1.3289473684210527
1055,24.8,29.0,64.8,21.0,23.4,1.3945454545454545
1056,26.8,31.0,77.1,21.0,24.5,2.827838827838828
1057,30.3,33.0,74.2,24.0,25.6,4.7102396514161216
1058,28.4,32.0,70.6,23.0,28.1,4.712053571428571
1059,22.8,26.0,82.2,21.0,27.2,0.6463595839524517
1060,27.9,31.0,88.0,21.0,22.8,2.8523725834797893
1061,30.1,31.0,84.7,25.0,25.6,2.9526515151515156
1062,32.7,33.0,79.6,24.9,27.4,4.262195121951219
1063,30.9,33.0,82.1,24.0,28.8,4.73758865248227
1064,30.4,33.0,76.3,23.0,28.0,5.132832080200502
1065,27.5,31.0,71.9,23.0,28.1,5.88
1066,27.0,30.9,71.6,22.0,26.6,0.0
1067,27.4,32.0,73.2,21.6,26.3,1.9207650273224042
1068,29.2,32.3,79.7,23.0,26.5,4.577825159914712
1069,31.0,32.6,84.2,24.0,27.2,3.7155635062611805
1070,30.5,30.3,86.1,25.9,27.7,2.4618834080717487
1071,30.8,32.0,83.9,25.0,27.5,3.9384328358208953
1072,31.8,32.0,81.2,25.4,27.9,3.9729206963249517
1073,32.0,32.4,82.5,25.0,28.3,3.697588126159555
1074,31.4,32.9,81.2,25.0,28.3,3.649186256781194
1075,29.8,33.4,79.5,25.0,28.3,3.8927125506072877
1076,28.2,32.0,69.9,23.0,27.7,4.181003584229391
1077,26.9,32.0,64.9,22.0,27.1,5.188183807439825
1078,25.9,30.0,70.9,21.0,26.4,4.516791044776119
1079,26.3,29.0,76.6,22.0,25.4,1.4400544959128065
1080,27.7,30.4,81.9,24.0,25.6,2.034106412005457
1081,29.0,30.8,83.3,24.0,26.6,2.199421965317919
1082,29.6,31.0,85.0,24.9,27.1,0.7978848413631023
1083,28.5,31.6,85.4,24.0,27.2,3.1834061135371177
1084,26.6,28.0,94.4,24.0,26.7,1.2961711711711712
1085,29.9,33.0,81.4,23.6,25.6,3.2156028368794325
1086,29.3,31.6,87.0,25.0,27.7,2.9124293785310735
1087,29.7,29.5,89.3,25.0,27.2,1.8094660194174754
1088,29.8,30.0,87.0,24.0,27.0,2.326530612244898
1089,30.0,31.5,82.2,25.0,27.0,2.3288177339901477
1090,29.8,31.6,80.1,23.6,27.6,2.848265895953757
1091,30.0,30.6,82.3,24.6,27.3,3.4563758389261743
1092,30.2,32.6,85.8,24.0,27.2,2.5405405405405403
1093,30.9,32.3,85.6,25.0,27.5,2.4652686762778506
1094,29.4,31.0,86.8,24.0,27.6,2.2930817610062895
1095,30.1,32.6,83.9,24.0,26.9,3.768270944741533
1096,29.5,32.1,85.7,24.0,27.5,3.363067292644758
1097,29.5,31.5,78.4,25.0,27.2,3.5652173913043477
1098,28.6,31.4,75.3,23.6,27.6,3.2461300309597525
1099,28.0,33.0,74.6,23.0,27.0,5.342105263157895
1100,26.9,30.6,74.9,21.7,26.9,5.199588477366254
1101,25.7,30.6,70.6,20.0,25.9,5.692640692640692
1102,24.7,30.0,67.2,18.6,25.5,6.040358744394618
1103,24.7,30.0,74.6,20.6,24.6,4.038022813688213
1104,25.3,29.4,71.9,21.0,24.5,5.026845637583892
1105,25.8,30.5,76.3,21.9,25.0,5.368421052631579
1106,26.7,30.6,79.9,22.9,25.4,3.11437908496732
1107,27.3,31.0,79.0,23.0,25.9,3.251461988304093
1108,27.4,33.6,69.0,22.0,26.2,5.7407407407407405
1109,26.8,31.5,67.0,21.1,26.9,5.086956521739131
1110,27.1,32.4,77.2,21.4,26.2,8.265060240963853
1111,28.2,31.6,81.9,23.0,26.3,6.119909502262443
1112,29.8,33.4,79.7,24.9,26.6,3.3801261829653
1113,29.2,32.0,80.1,24.0,27.8,4.396975425330813
1114,30.1,32.9,82.8,23.0,27.2,2.8163606010016693
1115,30.8,34.0,71.5,25.0,27.4,6.653846153846154
1116,29.6,35.0,66.5,25.0,28.6,6.419597989949749
1117,31.1,34.1,68.4,24.9,28.4,5.3511777301927195
1118,31.3,35.1,70.7,24.9,28.9,6.000000000000001
1119,30.7,35.0,69.3,23.4,28.8,4.666058394160584
1120,30.2,35.6,61.4,23.4,28.8,7.454308093994778
1121,30.5,34.0,66.6,24.4,29.1,7.755747126436781
1122,29.6,33.0,73.0,24.0,28.7,6.560283687943262
1123,30.0,34.4,71.6,24.0,27.8,6.180661577608143
1124,31.2,33.6,75.0,24.0,28.2,6.04639175257732
1125,32.7,33.4,72.5,26.4,28.5,4.007352941176471
1126,32.1,33.0,79.6,25.9,29.1,4.143897996357013
1127,30.9,30.6,83.7,25.9,28.6,3.831730769230769
1128,31.6,34.0,75.4,24.9,27.8,6.376884422110553
1129,33.8,34.0,75.5,26.4,28.8,5.514348785871965
1130,32.5,33.4,76.0,25.9,29.4,5.907922912205566
1131,32.0,37.0,66.1,26.0,29.1,7.887096774193547
1132,32.0,36.2,63.9,24.4,29.8,8.89375
1133,30.7,35.0,69.6,23.8,29.7,6.167032967032967
1134,30.4,34.0,67.3,24.0,29.1,5.362549800796812
1135,29.8,34.0,62.5,24.0,28.6,6.995073891625616
1136,30.4,35.0,66.1,24.0,28.7,6.209905660377359
1137,30.8,34.0,66.5,25.0,28.8,5.646055437100213
1138,30.9,34.0,72.1,25.5,28.8,5.018214936247723
1139,32.1,34.0,74.7,25.9,28.5,4.649087221095335
1140,32.5,33.5,75.5,26.0,29.0,5.521428571428571
1141,32.2,34.0,73.0,25.9,28.9,5.056530214424951
1142,32.3,34.9,68.1,26.0,29.1,6.8
1143,32.4,34.4,71.2,25.9,29.5,6.562060889929742
1144,33.0,34.6,77.7,26.0,29.3,6.079470198675496
1145,32.8,34.6,74.1,26.0,29.1,4.209677419354839
1146,31.7,33.1,79.0,26.0,29.4,3.0204638472032745
1147,30.8,34.0,66.8,24.4,28.4,4.628205128205128
1148,30.2,35.0,62.7,23.4,29.0,6.808290155440415
1149,31.9,34.4,63.6,25.6,28.8,6.75
1150,31.7,36.1,68.6,25.0,29.6,6.135555555555556
1151,30.4,34.0,69.2,24.0,29.2,5.974683544303797
1152,30.8,34.1,73.4,25.4,28.5,6.307125307125307
1153,30.7,33.0,71.3,25.6,28.5,3.7550675675675675
1154,31.6,33.0,76.9,26.0,28.5,2.9737532808398948
1155,30.0,32.0,83.6,25.0,28.3,2.9776315789473684
1156,29.9,32.6,72.7,24.0,27.5,4.646946564885496
1157,30.0,33.4,69.8,25.0,28.1,4.8093220338983045
1158,30.3,33.0,74.7,25.9,28.3,4.9152892561983474
1159,30.5,33.6,71.7,25.9,28.2,5.234126984126984
1160,31.8,32.7,73.0,26.0,28.5,4.4086629001883235
1161,32.2,33.0,75.3,25.9,28.8,3.762376237623762
1162,32.8,35.0,66.7,26.0,28.9,4.4814216478190625
1163,31.7,32.6,60.9,27.0,30.0,2.9686098654708517
1164,31.5,35.8,59.8,24.1,29.4,6.313852813852813
1165,34.1,35.0,60.9,27.9,29.8,2.8298555377207064
1166,35.0,34.9,72.3,26.9,30.7,5.408450704225352
1167,34.8,35.6,73.5,27.0,30.1,7.2324455205811145
1168,35.5,35.0,73.8,27.0,30.0,6.141372141372141
1169,35.8,35.8,73.8,26.9,30.2,7.275064267352185
1170,36.3,34.4,75.2,27.9,30.4,4.124605678233438
1171,35.8,36.0,71.4,27.0,30.2,5.8725701943844495
1172,34.6,35.7,67.5,27.0,30.5,4.497354497354497
1173,34.1,33.6,74.2,26.0,30.4,4.3186991869918705
1174,34.1,34.0,69.4,27.0,29.5,4.869402985074626
1175,34.3,35.2,69.8,27.0,29.9,5.297709923664122
1176,34.7,34.6,73.0,27.0,30.1,5.44100580270793
1177,35.4,35.0,73.8,27.0,29.9,5.624229979466119
1178,36.2,34.4,81.1,27.0,30.1,3.120104438642298
1179,36.5,34.6,75.3,27.9,29.7,4.449675324675325
1180,36.6,35.6,73.9,27.0,30.3,4.363047001620745
1181,37.7,35.6,73.1,28.0,30.6,3.943986820428336
1182,36.7,35.0,73.5,27.9,31.0,4.292096219931271
1183,36.6,35.6,70.9,27.6,30.6,4.986767485822306
1184,36.0,34.0,77.9,27.4,30.9,4.371057513914657
1185,34.2,33.6,83.2,26.0,29.8,4.862523540489642
1186,35.3,34.7,76.5,26.0,28.9,4.943714821763603
1187,33.5,35.0,75.4,24.0,30.2,4.294770206022187
1188,36.4,34.3,76.7,28.0,29.6,3.919431279620853
1189,31.2,33.0,88.2,25.4,30.1,2.3175895765472316
1190,33.0,33.4,80.3,25.0,27.9,3.971544715447154
1191,34.3,34.4,82.4,26.0,28.8,3.5894736842105264
1192,32.0,33.9,86.3,26.0,29.1,3.0219478737997254
1193,31.8,34.4,86.9,24.6,28.4,3.041412911084044
1194,31.7,33.5,86.9,25.0,28.3,3.239193083573487
1195,34.9,35.0,81.1,25.0,28.2,4.8087719298245615
1196,34.8,33.0,81.4,26.0,29.7,4.444991789819376
1197,36.0,34.4,78.0,26.0,29.3,5.381818181818181
1198,36.2,34.0,81.1,27.0,30.1,3.1111111111111107
1199,34.8,35.4,79.3,25.7,29.6,4.264026402640264
1200,37.9,35.2,78.1,28.0,29.7,5.397894736842105
1201,37.7,35.0,77.9,26.6,30.5,4.37037037037037
1202,37.7,35.0,78.9,27.0,30.6,3.7526080476900154
1203,35.8,35.6,80.0,24.2,30.4,4.128813559322034
1204,31.9,34.9,82.2,23.4,29.7,3.4544072948328273
1205,29.5,33.0,90.1,24.0,28.4,3.0426908150064684
1206,31.7,34.2,84.5,25.0,27.1,3.161417322834646
1207,30.0,32.0,91.6,26.0,28.1,1.9957983193277309
1208,32.3,34.0,81.5,25.0,27.3,3.5176470588235293
1209,30.9,33.4,87.8,25.6,28.5,2.606580829756795
1210,34.0,35.0,79.8,25.4,27.7,3.742200328407225
1211,34.4,35.0,85.0,26.0,29.4,2.9845938375350136
1212,31.9,34.9,84.6,25.0,28.9,3.505747126436782
1213,34.9,34.2,85.4,25.4,28.3,4.065359477124183
1214,32.8,33.4,88.5,26.0,29.0,2.3127463863337714
1215,35.5,34.0,80.8,25.0,28.2,4.033613445378151
1216,35.1,33.0,85.1,25.0,29.8,3.1377151799687013
1217,32.9,32.9,85.8,24.4,29.1,3.0288461538461537
1218,27.4,29.0,96.5,24.0,28.3,0.5645161290322581
1219,29.9,30.0,90.4,24.0,25.8,1.575425790754258
1220,31.9,32.0,88.6,25.6,26.8,2.412790697674419
1221,32.5,32.6,86.9,26.0,28.0,2.7463672391017173
1222,32.8,33.0,89.5,25.6,28.3,2.6759259259259265
1223,32.3,34.0,87.5,26.0,28.3,2.7154582763337896
1224,31.9,31.5,85.4,26.0,28.4,2.241283124128312
1225,29.2,32.0,88.6,24.0,28.2,1.5023923444976077
1226,33.1,32.0,87.1,26.0,27.1,2.0632183908045976
1227,32.0,32.0,85.0,26.0,28.4,2.5369822485207103
1228,31.7,33.0,82.5,26.0,28.2,1.739247311827957
1229,30.4,32.0,87.1,25.0,28.2,1.9702176403207332
1230,32.0,33.4,87.0,25.0,27.3,2.823379923761118
1231,32.3,32.6,85.8,24.5,28.0,2.7395287958115184
1232,32.5,32.0,84.8,25.0,28.4,2.194189602446483
1233,31.4,32.0,89.3,24.4,28.2,1.8062953995157385
1234,29.3,31.4,93.0,25.0,27.6,1.4974683544303797
1235,32.0,31.4,89.2,25.9,26.8,2.8165829145728645
1236,33.4,32.6,88.1,25.4,27.8,3.046132971506106
1237,36.5,33.4,81.4,27.0,28.4,4.412698412698412
1238,35.2,34.0,81.1,26.0,29.8,4.0741350906095555
1239,34.9,34.0,79.1,26.4,29.7,4.030844155844156
1240,34.7,33.3,80.2,26.0,29.4,3.334983498349835
1241,34.8,34.0,82.2,26.9,29.4,3.5154320987654324
1242,29.6,31.0,91.6,24.6,29.2,2.921188630490956
1243,31.1,32.0,84.8,24.0,27.0,2.569546120058565
1244,32.6,32.6,83.3,24.7,27.7,4.62570888468809
1245,34.3,35.0,81.4,26.0,28.4,3.78705035971223
1246,35.9,34.4,78.4,26.9,29.4,3.6948424068767904
1247,36.2,34.6,81.9,25.7,30.0,4.439716312056738
1248,34.1,34.4,86.4,26.6,29.7,3.13767019667171
1249,32.1,33.3,85.7,25.0,28.6,3.415748031496063
1250,31.8,33.0,82.3,25.4,28.2,2.796221322537112
1251,30.9,31.4,86.1,25.0,28.4,3.248456790123457
1252,27.9,30.4,93.9,24.4,27.5,1.6943396226415093
1253,31.4,31.6,84.7,25.0,26.3,2.1575520833333335
1254,31.6,33.0,84.3,24.0,28.0,3.2172131147540983
1255,32.0,33.0,89.0,24.0,28.1,2.40272614622057
1256,30.7,31.5,90.6,25.0,27.6,2.236340533672173
1257,31.6,31.6,83.0,25.0,27.5,2.498475609756098
1258,30.4,31.0,86.9,24.4,28.2,1.3532219570405728
1259,31.6,31.0,84.1,25.0,27.4,1.2021151586368979
1260,29.3,30.6,91.3,24.9,28.0,1.5358490566037735
1261,32.9,30.8,88.7,25.4,27.0,2.3910614525139664
1262,33.0,32.0,89.7,25.0,28.2,2.5058823529411764
1263,31.2,31.3,88.3,26.0,27.9,2.03391959798995
1264,28.8,32.0,94.7,24.9,27.8,1.3905249679897567
1265,32.6,30.0,92.3,25.0,26.7,2.041825095057034
1266,35.2,32.6,88.4,26.9,27.6,2.055555555555556
1267,35.6,31.6,91.2,26.9,28.8,2.280780780780781
1268,34.4,32.1,87.8,25.2,28.6,2.3550135501355016
1269,34.5,30.9,88.6,26.9,28.6,2.475167785234899
1270,35.4,33.0,82.7,26.9,28.4,3.308623298033283
1271,32.4,30.0,92.3,25.4,29.3,3.049612403100775
1272,34.5,33.6,83.4,26.0,27.6,4.039497307001795
1273,35.8,32.6,83.4,27.0,29.2,2.66965620328849
1274,35.4,33.3,84.7,26.9,29.3,2.4992481203007517
1275,34.4,32.9,85.7,26.4,29.1,2.554778554778555
1276,32.8,31.5,88.0,26.0,28.8,2.2386058981233248
1277,32.7,33.4,83.2,25.0,28.1,4.395659432387313
1278,34.0,33.0,80.1,26.0,28.6,4.299319727891157
1279,32.3,32.9,81.0,25.0,29.4,3.7372611464968153
1280,32.0,33.0,77.6,25.4,28.6,3.5288888888888885
1281,31.7,33.0,82.7,24.3,28.8,3.121076233183856
1282,29.4,31.0,92.7,23.0,28.3,2.103044496487119
1283,28.4,31.3,90.1,24.0,26.8,1.4077892325315007
1284,30.2,31.6,88.9,24.9,26.7,0.7870813397129187
1285,28.0,31.6,94.5,25.0,27.3,1.0151162790697674
1286,27.6,31.0,90.7,24.0,26.4,2.118483412322275
1287,27.9,30.0,90.9,24.0,26.1,2.300469483568075
1288,29.1,30.6,88.9,24.9,26.3,2.6739130434782608
1289,30.6,31.0,85.9,24.0,26.9,2.281461434370771
1290,30.1,31.4,91.6,24.0,27.5,1.7711561382598329
1291,29.7,30.4,94.8,25.0,27.0,1.6321428571428571
1292,31.7,31.0,90.5,25.0,26.7,2.207701283547258
1293,33.8,32.4,85.4,26.0,27.5,2.551044083526682
1294,34.6,32.0,84.2,26.9,28.7,2.6557575757575758
1295,30.6,31.4,92.0,24.4,28.8,2.0386007237635706
1296,29.9,31.0,91.7,24.0,27.2,1.597799511002445
1297,32.1,32.0,87.1,24.0,26.9,2.5260930888575457
1298,32.9,32.1,86.8,25.0,27.9,2.900602409638554
1299,34.6,33.1,84.2,25.9,28.2,3.037908496732026
1300,32.6,34.0,85.1,25.9,29.1,2.754507628294036
1301,33.2,32.0,85.0,25.6,28.4,2.869627507163324
1302,33.5,32.0,83.2,26.0,28.6,3.9708904109589045
1303,31.9,32.0,84.9,25.0,28.8,2.628612716763006
1304,32.5,31.6,84.6,26.0,28.2,2.089837997054492
1305,31.4,33.0,80.1,25.2,28.3,2.786296900489397
1306,31.3,33.5,82.7,25.6,28.5,4.104134762633997
1307,33.2,33.4,77.9,26.0,28.4,4.597883597883597
1308,35.3,33.4,76.8,26.9,29.2,4.185929648241206
1309,31.0,33.6,87.3,24.7,29.7,3.533724340175953
1310,34.2,34.0,80.8,25.4,27.9,4.042748091603054
1311,28.2,29.0,96.9,23.1,29.4,1.2605790645879733
1312,29.5,32.0,89.5,24.0,26.0,1.9007009345794392
1313,31.8,33.0,80.4,24.0,27.0,3.3461538461538463
1314,32.6,32.6,83.3,24.4,28.5,3.8490566037735854
1315,31.6,32.0,88.7,24.5,28.3,3.0958702064896757
1316,27.7,31.0,93.3,24.0,27.7,1.169761273209549
1317,30.9,32.6,86.5,24.0,26.1,3.393225331369661
1318,32.9,33.0,82.1,25.0,27.4,4.536764705882353
1319,32.4,31.6,85.4,25.4,28.7,3.7608695652173916
1320,30.5,30.0,91.5,24.4,28.2,1.900369003690037
1321,28.8,32.0,91.1,23.0,26.9,2.010596026490066
1322,29.0,31.4,90.4,25.0,26.6,1.4186351706036744
1323,30.0,31.4,92.0,25.4,27.0,1.7436489607390302
1324,28.6,30.4,92.2,26.0,27.1,2.5386949924127467
1325,28.3,29.0,92.0,25.0,26.8,1.2444717444717444
1326,31.0,32.0,85.8,25.0,26.4,2.150782361308677
1327,31.1,34.0,84.7,25.0,27.6,3.7463976945244952
1328,30.2,32.1,89.4,24.9,27.9,2.657828282828283
1329,32.1,33.0,85.6,25.0,27.2,3.0402219140083218
1330,30.5,31.6,88.4,25.0,28.1,2.1538461538461537
1331,27.3,31.0,95.8,25.0,27.6,2.7282051282051283
1332,28.0,31.4,94.7,24.0,26.1,1.7175757575757575
1333,31.7,33.0,83.6,24.0,26.2,3.870827285921625
1334,32.0,34.0,84.1,24.0,27.9,4.239669421487603
1335,35.9,32.7,84.1,27.0,28.4,4.7320754716981135
1336,34.3,31.4,91.2,27.0,29.3,3.0980392156862746
1337,33.8,32.7,86.9,25.0,28.2,3.0804597701149428
1338,32.5,32.0,84.3,25.9,28.5,2.9940387481371094
1339,33.2,32.8,85.0,26.0,28.4,3.227129337539432
1340,29.9,31.9,91.5,24.0,28.4,2.305997552019584
1341,29.2,32.6,87.4,23.4,27.0,0.7598475222363404
1342,28.5,32.0,92.2,24.0,26.9,1.4765395894428153
1343,30.1,31.5,90.3,25.0,26.4,1.3275632490013316
1344,30.9,32.8,85.7,25.0,27.1,2.766768292682927
1345,31.4,32.6,85.5,25.0,27.6,3.544141252006421
1346,32.6,33.0,81.0,25.0,27.8,3.805135951661631
1347,32.5,34.6,70.9,25.0,28.5,4.354098360655738
1348,34.2,34.0,75.5,26.0,29.3,5.244855967078189
1349,32.7,33.0,81.9,24.0,29.5,3.5946791862284817
1350,33.5,34.0,76.9,26.0,28.5,4.7795275590551185
1351,33.3,33.0,84.4,25.0,29.3,3.7973640856672155
1352,33.0,32.0,84.5,26.0,28.6,3.643809523809524
1353,32.3,33.0,83.0,25.4,28.4,3.191972076788831
1354,34.8,32.6,79.7,26.9,28.4,3.7591623036649215
1355,30.8,33.4,86.4,25.8,29.2,4.0855148342059335
1356,30.9,33.2,85.4,24.5,27.9,3.117310443490701
1357,27.9,28.9,94.6,24.0,27.9,1.424812030075188
1358,31.4,31.6,85.8,25.0,26.1,2.55
1359,31.6,32.0,85.3,26.0,27.7,4.613725490196079
1360,30.7,34.0,85.1,24.8,28.0,4.095070422535211
1361,28.8,33.0,87.9,24.0,27.9,3.865107913669065
1362,28.8,31.0,89.8,24.4,26.9,2.332116788321168
1363,32.1,32.6,80.1,24.0,26.8,4.706140350877193
1364,33.8,33.6,78.6,25.4,28.4,4.594149908592322
1365,34.0,33.6,75.7,25.5,29.2,4.597014925373134
1366,33.3,35.0,71.6,25.4,29.7,4.8982683982683985
1367,32.7,33.8,78.0,25.4,29.9,4.834355828220859
1368,29.7,32.0,68.7,23.0,29.0,4.418894830659537
1369,28.5,33.0,57.7,22.0,28.0,7.11388888888889
1370,30.1,32.5,69.4,23.0,27.8,4.775720164609053
1371,31.5,32.4,77.8,25.0,27.9,3.643548387096774
1372,31.8,33.6,79.0,25.0,28.3,3.419734904270986
1373,32.1,34.0,78.5,24.0,28.7,4.243291592128801
1374,34.1,33.4,81.0,26.0,28.6,3.9866444073455765
1375,33.5,35.0,72.3,25.0,29.1,4.376306620209059
1376,27.9,28.6,88.6,25.0,29.8,1.0933488914819136
1377,31.8,33.0,74.1,25.0,26.4,3.4727272727272727
1378,32.1,33.6,72.2,25.0,28.9,5.4366515837104075
1379,32.5,34.0,68.2,25.0,29.0,4.6230158730158735
1380,32.7,34.5,71.4,25.0,29.7,4.49317738791423
1381,31.4,32.8,82.7,26.0,29.6,3.788632326820604
1382,32.0,33.3,84.5,25.6,28.0,3.0210016155088852
1383,31.7,33.0,77.3,25.0,28.2,3.0694006309148265
1384,32.0,34.0,71.9,24.7,28.6,5.870646766169154
1385,31.8,33.0,82.0,25.0,29.2,3.701724137931034
1386,30.2,32.0,82.5,25.0,28.2,2.8915470494417863
1387,28.6,30.0,78.4,25.0,27.6,0.648686030428769
1388,31.0,31.0,80.2,24.5,27.2,1.8711566617862372
1389,32.2,33.0,73.8,25.0,27.9,4.018050541516246
1390,31.7,34.4,75.3,25.0,29.0,5.09750566893424
1391,31.1,33.0,72.1,24.0,28.8,5.782201405152224
1392,30.3,32.5,70.7,25.0,28.8,2.1882510013351135
1393,28.1,28.5,77.2,25.1,28.6,0.8704663212435233
1394,24.3,26.0,92.7,23.0,26.8,0.23663366336633662
1395,24.7,26.0,93.6,23.0,24.3,0.7929606625258799
1396,30.7,32.0,81.7,24.4,24.7,3.2198697068403908
1397,29.3,30.6,87.9,24.1,27.9,3.321724709784412
1398,31.9,32.8,76.4,25.0,27.0,3.5870967741935487
1399,32.1,33.0,75.0,25.0,28.7,3.7940663176265272
1400,33.1,33.6,73.9,25.4,29.0,4.105769230769231
1401,31.9,33.4,73.0,24.4,29.4,4.18065693430657
1402,31.9,32.0,74.9,25.0,28.9,3.5496453900709217
1403,32.7,33.6,76.7,25.0,28.8,3.8443649373881934
1404,31.3,34.0,70.1,24.0,29.0,5.932330827067669
1405,33.4,34.0,73.8,25.4,29.0,4.416161616161616
1406,33.0,32.4,77.2,26.0,29.7,2.9808481532147746
1407,32.6,33.0,67.3,26.4,28.9,4.012797074954296
1408,31.7,33.5,76.2,25.0,29.5,3.1636363636363636
1409,31.6,33.0,73.8,25.0,28.7,4.180831826401446
1410,30.4,31.6,83.4,24.4,28.8,2.835390946502057
1411,31.1,32.1,80.7,23.6,27.7,4.169847328244275
1412,30.8,31.0,74.7,25.0,28.0,2.4258760107816713
1413,29.7,32.0,70.5,24.0,28.2,2.470344827586207
1414,30.3,33.4,75.9,25.0,28.0,3.0542264752791066
1415,31.0,33.0,73.5,24.0,28.0,2.815674891146589
1416,30.4,31.5,74.5,24.0,28.5,2.3421052631578942
1417,30.6,33.4,75.8,24.0,27.9,4.552083333333334
1418,30.7,33.0,83.4,26.0,28.2,3.024464831804281
1419,31.1,33.0,80.2,24.0,28.0,3.463696369636964
1420,30.8,32.0,79.4,24.0,28.1,3.658227848101266
1421,31.0,32.0,81.8,25.0,27.9,2.458762886597938
1422,30.4,31.6,81.1,25.0,28.0,2.3624382207578254
1423,29.6,32.4,80.9,25.0,27.9,3.1483516483516483
1424,31.1,32.2,84.7,25.0,27.5,2.2706766917293235
